gene_symbol,logFC.x,logCPM.x,F.x,PValue.x,FDR.x,ensembl_gene_id.x,logFC.y,logCPM.y,F.y,PValue.y,FDR.y,ensembl_gene_id.y,A,B,C,D,E,G,H,R,ct,col,label,color
AKR1A1,0.508098095814735,7.91312915921097,258.153254039555,1.29460473821785e-56,1.57743576122097e-55,ENSG00000117448,0.528734850679123,7.78839137843256,262.38367591415,3.99584499125859e-57,2.61559704935231e-56,ENSG00000117448,3,3,NA,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
ALAS1,0.525575592594409,7.0716286547043,115.439516270218,2.04630005564213e-25,1.04058301003952e-24,ENSG00000023330,0.170944434889231,6.85522440236579,10.5125037762205,0.00119588906395241,0.00154798268703973,ENSG00000023330,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
ALDH2,1.57304529795288,7.19590064796304,1108.9682662448,7.9015291716828e-219,7.40528360127431e-217,ENSG00000111275,1.38151632767609,6.99819832321841,701.106750971326,5.5356019870857e-142,1.40421097888232e-140,ENSG00000111275,NA,2,NA,2,2,2,2,2,unkn,TRUE,0,0
ALG8,0.565380025722438,7.22841183528618,152.882651980675,1.36904564693911e-34,9.3968444541447e-34,ENSG00000159063,-0.237651228476133,7.13088938749181,28.4693601685458,1.00722951706418e-07,1.60968028879059e-07,ENSG00000159063,NA,NA,3,NA,3,3,2,NA,unkn,FALSE,0,0
ALKBH2,0.880938731430661,7.21705179046712,363.620321363273,3.47357011020975e-78,6.35637975642032e-77,ENSG00000189046,-0.39723145892084,7.19416320158894,84.362974396345,6.58916077526497e-20,1.63692209207968e-19,ENSG00000189046,NA,2,NA,2,2,2,2,2,unkn,FALSE,0,0
ALKBH5,0.608884155130216,7.45128158188961,219.417959972699,1.43205104099239e-48,1.4491027082817e-47,ENSG00000091542,0.4560581634166,7.29421948362846,116.524584357122,8.85095416740314e-27,2.70593621915579e-26,ENSG00000091542,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
ALPL,0.614655046417588,6.93983810734897,160.263755287945,9.01000379501046e-26,4.65014503635434e-25,ENSG00000162551,0.16075023260701,6.68983557674768,8.1687222561644,0.00880225280440827,0.0107966407890805,ENSG00000162551,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
AMD1,-1.0362754152597,7.55838157649532,705.029800942618,5.21526536760302e-145,2.33476254938942e-143,ENSG00000123505,-1.50350054993002,7.49538403615235,1529.23518029917,1.27038800425954e-281,1.10148887779159e-279,ENSG00000123505,3,NA,3,3,3,3,3,NA,trans,TRUE,Towards UnRx trans,deepskyblue
AMOTL1,0.51832430084122,7.07624319982825,106.82613720089,8.85590385913747e-25,4.385531056762e-24,ENSG00000166025,0.974089563691767,6.78651047950834,281.059205509973,6.33637908357366e-61,4.43588470854018e-60,ENSG00000166025,NA,NA,NA,NA,NA,NA,2,NA,unkn,TRUE,0,0
ANAPC10,0.590970840648079,7.12501680672055,156.364273708883,2.50868027626246e-35,1.75555099862945e-34,ENSG00000164162,0.657041910990948,6.87752836600833,160.195787943411,5.36635412014306e-36,2.12843246654943e-35,ENSG00000164162,2,2,2,2,2,2,2,3,trans,TRUE,Towards UnRx trans,deepskyblue
ANAPC11,0.879163075962103,8.8309089384333,1482.20108465397,1.22015895755317e-282,1.97350871392633e-280,ENSG00000141552,0.727488672036008,8.85076084189715,984.857336853065,1.56421386505423e-192,6.86566566993511e-191,ENSG00000141552,NA,NA,3,3,3,3,NA,NA,unkn,TRUE,0,0
ANAPC15,0.674518334751924,7.50472009126888,284.390223629499,5.02966419724874e-62,6.84361907327142e-61,ENSG00000110200,1.19965620382895,7.26480429761289,702.699452539294,2.82229290967143e-142,7.17649384579432e-141,ENSG00000110200,3,3,3,3,3,3,2,3,cis,TRUE,Towards UnRx cis,deepskyblue4
ANAPC7,0.931019976229371,7.19942508869421,402.149125474461,5.96457834412454e-86,1.23580148005952e-84,ENSG00000196510,0.281668916459145,7.05599075215142,36.6909292939085,1.51807714600282e-09,2.61747678083421e-09,ENSG00000196510,NA,2,NA,2,2,2,2,2,unkn,TRUE,0,0
ANGEL2,0.542964972414747,6.98239035807103,120.098767507383,1.15136293033709e-22,5.26487344524412e-22,ENSG00000174606,-0.212385934616681,6.78035750515106,15.2086428724028,9.79170807209399e-05,0.00013492008562372,ENSG00000174606,NA,NA,NA,4,4,4,4,3,unkn,FALSE,0,0
ANK3,0.537135486129838,7.22876544828126,115.274561674226,1.37572838114498e-26,7.31872902181529e-26,ENSG00000151150,1.00774513026231,6.95673081260855,310.07645544064,8.5868545306699e-67,6.86040386898989e-66,ENSG00000151150,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
ANKFY1,0.593518712385515,7.05908889927673,145.173187456602,6.48750602483168e-31,4.02081028535304e-30,ENSG00000185722,0.496007735114677,6.81254489048489,83.8829220895072,8.3562172002722e-20,2.07007179261076e-19,ENSG00000185722,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
ANKLE2,0.607099756483435,7.55261000559618,242.827067882409,1.93521150616643e-53,2.20526147543602e-52,ENSG00000176915,0.623788238228094,7.38528449060207,231.026303290559,1.05514785723031e-50,5.96544844135874e-50,ENSG00000176915,NA,3,NA,3,2,NA,3,3,unkn,TRUE,0,0
ANKRD12,0.536755943328962,7.30146398864379,132.699830196235,2.6374140381009e-30,1.59806573861486e-29,ENSG00000101745,-0.0894349719070098,7.19390452758259,3.49472730216308,0.0616410288809398,0.0707353876657172,ENSG00000101745,1,1,2,2,2,2,2,1,cis,FALSE,Away from UnRx cis,darkred
ANKRD13A,0.514233486200082,6.91061777028967,119.120473614854,1.28788702012256e-17,4.77093869146253e-17,ENSG00000076513,0.893726405669589,6.60169842948931,269.077812816577,7.90759510950685e-41,3.56245915964069e-40,ENSG00000076513,NA,2,NA,2,2,2,2,2,unkn,TRUE,0,0
ANKRD13D,0.607044816956541,7.13900239353441,154.305186859103,6.84269553796572e-35,4.72579551341049e-34,ENSG00000172932,1.20087855219896,6.84900737337148,456.732985055911,8.21541717326241e-96,1.06498385856335e-94,ENSG00000172932,3,3,3,3,3,3,2,3,cis,TRUE,Towards UnRx cis,deepskyblue4
ANKRD18B,-0.671341810763114,7.03803988282184,175.061973531603,2.00088168454348e-38,1.54226299251361e-37,ENSG00000230453,-0.159289477846805,6.69951989138418,8.24687420156347,0.00411985518536854,0.0051647106128026,ENSG00000230453,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
ANKRD26,-0.989393421198225,7.27348690521129,451.550925040112,8.05001696880471e-96,1.93586499192263e-94,ENSG00000107890,-0.422006566498129,6.91829957109494,63.4088144041117,2.19707044798831e-15,4.70934370796765e-15,ENSG00000107890,2,2,2,2,2,2,2,1,trans,TRUE,Towards UnRx trans,deepskyblue
ANKRD27,0.522493857092891,6.94540110075517,115.942233161215,1.30119507521479e-19,5.22562443502359e-19,ENSG00000105186,0.839442830493048,6.64481681843903,224.754325078768,2.72780896479192e-39,1.1811200667036e-38,ENSG00000105186,4,NA,3,3,3,3,2,NA,cis,TRUE,Towards UnRx cis,deepskyblue4
ANKRD37,0.703930413817808,6.98689370575188,159.176961435982,6.37564148119423e-36,4.54729251589017e-35,ENSG00000186352,0.966477084461808,6.69984797761777,218.28579648638,4.44305384707567e-48,2.38088265422322e-47,ENSG00000186352,2,2,2,2,2,2,2,3,trans,TRUE,Towards UnRx trans,deepskyblue
ANKRD50,0.533608976290357,6.92372903153223,126.200456695003,7.69954783640361e-20,3.12468902077925e-19,ENSG00000151458,0.915390490778465,6.61674715081537,278.974715680533,3.10261136848304e-44,1.52790610129486e-43,ENSG00000151458,2,2,2,2,2,2,2,3,trans,TRUE,Towards UnRx trans,deepskyblue
ANKRD6,-0.539143905309183,6.9552143977861,120.20196518074,1.33640315825192e-21,5.84960753860772e-21,ENSG00000135299,0.228996900029499,6.60122592333667,17.4401050119693,0.000497262528099431,0.000658291079628283,ENSG00000135299,4,4,NA,3,3,3,3,NA,cis,FALSE,Away from UnRx cis,darkred
ANP32E,0.782593157733205,8.40022673864218,479.07259869214,2.81071539749365e-101,7.30203471659748e-100,ENSG00000143401,0.55939516020534,8.39743249787699,226.29232678872,9.94045965947059e-50,5.51390573035553e-49,ENSG00000143401,4,NA,4,4,4,4,4,4,trans,TRUE,Towards UnRx trans,deepskyblue
ANXA5,0.603933453621073,7.76240993953935,308.288319276419,6.29719542466476e-67,9.41106940663759e-66,ENSG00000164111,0.86078249391897,7.58169179614584,534.651478906138,8.09805520604202e-111,1.30581140197428e-109,ENSG00000164111,2,2,2,2,2,2,2,3,trans,TRUE,Towards UnRx trans,deepskyblue
AP1AR,0.687382862278249,7.06817347081415,190.566996197549,3.21853564449264e-41,2.69186617539384e-40,ENSG00000138660,0.456127413359318,6.83768546608085,69.5529112517529,1.02642095842483e-16,2.30470832057266e-16,ENSG00000138660,2,2,2,2,2,2,2,3,trans,TRUE,Towards UnRx trans,deepskyblue
AP2A1,0.677601926724899,7.06507763335887,187.983791946008,7.2510154306242e-40,5.78466052015111e-39,ENSG00000196961,0.589953971304433,6.82102507590646,112.786855684285,5.51723874948316e-26,1.65658108123851e-25,ENSG00000196961,3,NA,NA,3,3,3,2,NA,cis,TRUE,Towards UnRx cis,deepskyblue4
APAF1,0.532614146120001,6.91721506705488,126.285838472797,1.79932352368308e-19,7.19155691330965e-19,ENSG00000120868,0.587780334531804,6.62643486538053,111.82921728732,2.61268253619106e-20,6.58650044514516e-20,ENSG00000120868,NA,2,NA,2,2,2,2,2,unkn,TRUE,0,0
APLP1,0.719073805976694,7.47913153994115,284.341238098663,5.14769628583726e-62,6.9947287743057e-61,ENSG00000105290,1.30642199346156,7.23186921632614,706.518981940284,5.61587793599366e-143,1.43837183551915e-141,ENSG00000105290,4,NA,3,3,3,3,2,NA,cis,TRUE,Towards UnRx cis,deepskyblue4
APLP2,0.616448566546136,7.76131069440485,281.894431108027,1.64033743559395e-61,2.21092793066346e-60,ENSG00000084234,1.3837969688943,7.50994482595258,1019.36386879225,1.79076867352552e-198,8.27194368059081e-197,ENSG00000084234,NA,NA,3,3,3,3,2,NA,unkn,TRUE,0,0
APOO,1.37882148215111,7.74529024776535,1523.93361359197,1.54979735375671e-289,2.59022797724538e-287,ENSG00000184831,0.249254146630264,7.83330720538898,62.0309864286476,4.37273069433591e-15,9.28064712774585e-15,ENSG00000184831,NA,NA,NA,NA,7,NA,NA,5,unkn,TRUE,0,0
APPL2,0.94039456240305,7.07370497658706,359.987483416795,4.20032370765997e-75,7.36378429028219e-74,ENSG00000136044,0.363334421909512,6.87895269691605,46.8194853751438,9.02870409470326e-12,1.69516563567219e-11,ENSG00000136044,NA,2,NA,2,2,2,2,2,unkn,TRUE,0,0
AQP5,0.779047035179263,6.95319535140946,243.954727937054,9.41087507233683e-41,7.74813261292231e-40,ENSG00000161798,0.532684404375569,6.69181335999198,85.8093810304581,1.77672327669208e-18,4.22674603142614e-18,ENSG00000161798,3,3,3,3,3,3,3,2,trans,TRUE,Towards UnRx trans,deepskyblue
AR,0.863838846346516,7.05996425145098,287.155147520832,1.38306403445356e-62,1.91565830628457e-61,ENSG00000169083,0.712972615881086,6.82094156989384,154.792374239166,7.30468492593479e-35,2.80061461205285e-34,ENSG00000169083,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
ARCN1,0.55363501584758,7.39090507207036,166.383334395721,1.91475185209886e-37,1.42759342549051e-36,ENSG00000095139,0.957955103727605,7.14615954259092,388.145868798818,2.272535032041e-82,2.42571902814628e-81,ENSG00000095139,NA,NA,3,3,3,3,2,NA,unkn,TRUE,0,0
ARFIP1,0.602471700600485,7.13315434403086,157.603654452818,1.37167015291562e-35,9.68669598129423e-35,ENSG00000164144,0.810499877536748,6.87370083443771,224.485135267807,2.34201392264935e-49,1.28963161237818e-48,ENSG00000164144,2,2,2,2,2,2,2,3,trans,TRUE,Towards UnRx trans,deepskyblue
ARHGAP21,-0.547333721709245,7.02997357596265,120.990740536612,4.44766039650844e-26,2.32539825110462e-25,ENSG00000107863,0.15753410971225,6.67968379284667,7.7786924136712,0.0101555260984824,0.0123933035382726,ENSG00000107863,2,2,2,2,2,2,2,2,trans,FALSE,Away from UnRx trans,coral2
ARHGAP32,0.667475935209271,7.04986691468827,178.622398136609,9.75770270366664e-38,7.31854589983662e-37,ENSG00000134909,0.980187423968246,6.76904921115901,295.444889851579,7.71411427266247e-64,5.75863802231641e-63,ENSG00000134909,NA,NA,3,3,3,3,2,NA,unkn,TRUE,0,0
ARHGAP35,0.826418088008428,7.29008422669981,345.356118686042,1.74954290594198e-74,3.01969298808712e-73,ENSG00000160007,0.775284247056503,7.09233920735464,252.904535752517,3.44584039855878e-55,2.15808761018086e-54,ENSG00000160007,3,NA,NA,3,3,3,2,NA,cis,TRUE,Towards UnRx cis,deepskyblue4
ARHGEF12,0.726514306129809,7.2020422058881,228.410237288793,1.91675942269673e-50,2.04264224131805e-49,ENSG00000196914,1.04477031001386,6.94680285573315,375.352336493677,7.73881342356101e-80,7.8940374536575e-79,ENSG00000196914,NA,NA,3,3,3,3,2,NA,unkn,TRUE,0,0
ARHGEF26,-0.582178175278949,7.26590937631193,134.640769544691,1.01899177120959e-30,6.27283577758732e-30,ENSG00000114790,-0.658554777002174,7.04039216196304,152.415976901371,2.30601040366972e-34,8.68386545034473e-34,ENSG00000114790,NA,3,3,3,3,3,3,3,unkn,TRUE,0,0
ARHGEF35,0.552361663611213,6.93172245553805,127.694402832041,8.72054441414615e-21,3.68985735801931e-20,ENSG00000213214,0.881785236557437,6.62889033883674,242.531718819297,2.46862314210899e-41,1.1255644653978e-40,ENSG00000213214,NA,3,NA,2,NA,2,2,3,unkn,TRUE,0,0
ARID4B,0.579438565507222,8.08437616965302,340.959129906807,1.36850900336441e-73,2.3378889754239e-72,ENSG00000054267,0.647586748238647,7.97090276506406,364.848058048566,9.41213180214265e-78,9.20162016664186e-77,ENSG00000054267,NA,NA,NA,4,4,4,4,NA,unkn,TRUE,0,0
ARID5B,1.57366061982799,7.06367065536702,801.920445146835,3.32739542905108e-163,1.88514809957764e-161,ENSG00000150347,1.32775299301744,6.83577924383128,431.986404397634,5.48171880649678e-91,6.70354006186393e-90,ENSG00000150347,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
ARIH1,-0.559766529191384,7.58910885620169,193.090883936392,4.59539200154697e-43,4.00022491245773e-42,ENSG00000166233,0.877570118230488,7.12825860484001,312.549093575406,2.72771552486028e-67,2.20089815575683e-66,ENSG00000166233,NA,NA,NA,NA,2,2,2,NA,unkn,FALSE,0,0
ARL1,0.910651533913918,7.2016081124907,391.870294067454,6.93966944642558e-84,1.39740974314771e-82,ENSG00000120805,0.468018905875095,7.03146431703318,94.9292254446436,3.56889769194627e-22,9.53087598722737e-22,ENSG00000120805,NA,2,NA,2,2,2,2,2,unkn,TRUE,0,0
ARL16,0.532176299297661,7.35976430231843,154.627796858792,5.84704080440587e-35,4.04931803774738e-34,ENSG00000214087,1.04271292775607,7.09828971614355,461.389147222844,1.02354995363157e-96,1.34833267864443e-95,ENSG00000214087,NA,NA,3,3,3,3,NA,NA,unkn,TRUE,0,0
ARL2,0.680021382368338,7.89256319696628,454.118137985332,2.4861512349501e-96,6.05124383108728e-95,ENSG00000213465,0.285312717459111,7.86284284017267,80.4989273979309,4.46579823822035e-19,1.08222711944776e-18,ENSG00000213465,3,3,3,3,3,3,2,3,cis,TRUE,Towards UnRx cis,deepskyblue4
ARL3,0.665216390388116,7.8644407678485,438.363248628514,3.39697091718582e-93,7.84903787040079e-92,ENSG00000138175,0.358419900144885,7.80948627103241,128.750260107009,2.26035035650074e-29,7.43700966440584e-29,ENSG00000138175,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
ARL4C,1.67651971235857,7.21299213887652,917.824622088787,1.48192155319469e-184,1.05395101669761e-182,ENSG00000188042,1.56893738795949,7.01334906742671,624.396958797902,9.09136377216479e-128,1.8893604318656e-126,ENSG00000188042,NA,2,2,2,2,2,2,2,unkn,TRUE,0,0
ARL6IP4,0.531768418411092,8.68023329695744,586.312126455703,2.88641061097692e-122,9.87881420029916e-121,ENSG00000182196,0.365981608867194,8.67564909808092,259.078528810515,1.88796546920006e-56,1.21773772763404e-55,ENSG00000182196,NA,3,NA,3,3,3,3,3,unkn,TRUE,0,0
ARL8A,0.754537820036124,7.31914781933647,294.609450056564,4.00132035697345e-64,5.72400007699426e-63,ENSG00000143862,0.295274766879976,7.18420437472589,43.4895306957699,4.84681934721891e-11,8.8487495779913e-11,ENSG00000143862,NA,NA,NA,4,4,4,4,NA,unkn,TRUE,0,0
ARMC2,-0.521014712389304,6.9071850168052,128.102113121614,6.62039526091748e-19,2.57622521057355e-18,ENSG00000118690,-0.316002298547208,6.58777231104148,37.5961241771128,1.27520298002262e-06,1.94059806109614e-06,ENSG00000118690,3,NA,3,3,3,3,3,NA,trans,TRUE,Towards UnRx trans,deepskyblue
ARMCX3,-0.556489506536372,7.50646826623658,188.643777977838,3.94162716321313e-42,3.36970479051162e-41,ENSG00000102401,0.544034129849213,7.09532489600623,122.979036358129,3.7746714174895e-28,1.19941346513079e-27,ENSG00000102401,1,1,1,1,1,1,1,1,trans,FALSE,Away from UnRx trans,coral2
ARMCX6,-0.511832104451353,7.09492200058915,111.357111773433,9.47703491625689e-26,4.886154557338e-25,ENSG00000198960,-0.111433469939689,6.77729922831981,4.13801835055868,0.0419992031547868,0.0488958365585884,ENSG00000198960,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
ARMH4,0.557658547162383,7.0092864322611,120.441828590747,6.23982124298129e-25,3.10998645251572e-24,ENSG00000139971,1.31062137988179,6.69520405013562,493.991355460824,2.05471862105328e-97,2.74429464311889e-96,ENSG00000139971,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
ARPC3,1.21387317418508,7.87198229297073,1393.23450940191,8.77328662759574e-268,1.20518518221274e-265,ENSG00000111229,0.127917693266876,7.99063644611538,20.2821914392429,6.88160775528037e-06,1.00599290817241e-05,ENSG00000111229,NA,2,NA,2,2,2,2,2,unkn,TRUE,0,0
ARRDC4,0.792740955287391,6.96199418649624,247.761335908083,1.51158565424819e-43,1.33788004773176e-42,ENSG00000140450,1.32062909883063,6.65969800541468,511.05326477294,5.71745003859193e-93,7.13197954106432e-92,ENSG00000140450,NA,NA,NA,NA,3,3,3,4,unkn,TRUE,0,0
