gene_symbol,logFC.x,logCPM.x,F.x,PValue.x,FDR.x,ensembl_gene_id.x,cnchange.x,color.x,mlog10FDR.x,logFC.y,logCPM.y,F.y,PValue.y,FDR.y,ensembl_gene_id.y,cnchange.y,color.y,mlog10FDR.y,A,B,C,D,E,F,G,H,I,J,K,ct,col,label,color
BNIP3L,-0.805131717821861,7.82320955144868,27.6712463923485,2.41881283498964e-07,1.8925377999828e-06,ENSG00000104765,0.0685648097039699,blue,5.72295543750292,-1.1488265203151,8.12422537503553,60.9967494524401,2.62151046990905e-14,3.6597403394225e-13,ENSG00000104765,0,black,12.4365497269434,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
BPGM,-0.959362851060155,6.97296140748708,30.863836119457,5.24527884453462e-08,4.61179681382124e-07,ENSG00000172331,-0.94050950505993,blue,6.33612983506773,-1.04767472205413,7.08102054490449,39.9461454205572,5.14679182428791e-10,4.49156751782766e-09,ENSG00000172331,0,black,8.34760206756269,3,3,3,3,3,3,4,3,NA,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
BRAF,-0.514973776291485,7.12003005915226,12.2890728676944,0.000510582910175916,0.00190877182539703,ENSG00000157764,-0.66105635836415,blue,2.71924598407027,0.294774412148604,6.9044628172699,4.52959963464185,0.0337267339995678,0.0650423894541706,ENSG00000157764,0,black,1.18680351249856,3,3,3,3,3,3,4,3,NA,3,3,trans,FALSE,Away from UnRx trans,coral2
BRMS1,-0.56287195057394,7.07769162590436,14.9917412392006,0.000127303958753582,0.000549504036944001,ENSG00000174744,-0.04394722462203,blue,3.26002911267441,-0.529938613807123,7.11746896420133,15.596473074124,8.78622151524877e-05,0.000328659150643808,ENSG00000174744,0,black,3.48325427143538,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
C11orf71,0.620510748909785,6.50580333615738,10.9655491736102,0.00171492722549033,0.00548918536381018,ENSG00000180425,-0.11661670061509,blue,2.2604921033192,0.00878468742276096,6.5853790959861,0.00226878902709977,0.971980190327034,0.984974290761193,ENSG00000180425,-1,black,0.00657510506204602,1,1,1,1,2,1,1,1,1,1,1,cis,TRUE,Towards UnRx cis,deepskyblue4
C11orf96,-1.82079502930152,8.42178758774068,33.6848042508253,1.3776227388869e-08,1.32067645240321e-07,ENSG00000187479,0.0599814850454701,blue,6.87920356553962,-1.60154267695696,8.42985502386695,27.3224054658836,2.39252963905768e-07,1.42495336684656e-06,ENSG00000187479,0,black,5.84619934818361,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
C8orf59,1.52905061975061,7.79724227008658,173.49198947888,7.61130525311783e-33,6.07805881346914e-31,ENSG00000176731,0.16388933525661,blue,30.2162351018471,2.06657421178509,7.47323347835754,399.448590201287,2.86148918952993e-68,3.91725057408486e-66,ENSG00000176731,0,black,65.4070186471241,4,4,NA,4,3,4,3,3,4,4,3,trans,TRUE,Towards UnRx trans,deepskyblue
C9orf116,0.867683206046316,6.53611585802431,22.4317368735771,6.02219886718159e-06,3.54467723595658e-05,ENSG00000160345,-0.0737935523084201,blue,4.4504233037883,0.424179997641361,6.57388368638842,7.34981652018346,0.0114454389704351,0.0254429389812968,ENSG00000160345,0,black,1.59443272361963,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
C9orf16,1.22108007470091,8.22112895947881,118.798200015229,3.17297621304944e-24,1.38858043764299e-22,ENSG00000171159,0.03316983149242,blue,21.8574289573882,1.32727056477673,8.01405915377966,219.355541412305,1.95763650283436e-42,1.17355830091482e-40,ENSG00000171159,0,black,39.9304953303205,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CA2,-1.39999980564785,6.7773180953551,35.2529092367667,6.5864304553367e-09,6.69533993530683e-08,ENSG00000104267,0.16388933525661,blue,7.1742273681247,-0.922044107224612,6.73190419788713,19.4622060485228,1.21964942310185e-05,5.33713001368805e-05,ENSG00000104267,0,black,4.27269221755625,4,4,NA,4,3,4,3,3,4,4,3,trans,TRUE,Towards UnRx trans,deepskyblue
CA9,-0.837634091800232,6.66494021794515,11.8694284758452,0.000634969170046824,0.00230130134142835,ENSG00000107159,-0.64834147549594,blue,2.63802650938405,-0.0563091929669141,6.56914591289168,0.0963225302501831,0.756397669176879,0.822975020366587,ENSG00000107159,0,black,0.0846133466608663,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
CALML5,-1.3183758988598,11.7098941541534,59.253171615058,1.23421713739041e-13,2.36639751144211e-12,ENSG00000178372,-0.80829987472755,blue,11.625912300061,-0.630325183879334,11.2682608801586,11.3244694655691,0.000814542956866779,0.0024414993465301,ENSG00000178372,0,black,2.61234338761922,3,3,3,3,3,NA,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
CAPN1,-0.59439456049045,7.61713502953762,19.9155176982103,1.0708805214574e-05,5.99836018137637e-05,ENSG00000014216,-0.0110115624247902,blue,4.22196745986896,-0.745138651926045,7.7686224535086,45.9321416950035,2.97015819878873e-11,3.02356170913321e-10,ENSG00000014216,0,black,9.51948116327019,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CAPRIN1,0.587343717380905,7.57984081604068,22.999265527026,2.33917122502773e-06,1.5036697351921e-05,ENSG00000135387,0.09778625571108,blue,4.82284754136017,0.48957345178046,7.561409945316,22.9739856403011,2.08028714292259e-06,1.05300185843742e-05,ENSG00000135387,0,black,4.9775708623298,3,3,3,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
CAPZA2,-0.730732046318174,7.95963139323776,46.0031430366974,4.59237078490228e-11,6.29601842475276e-10,ENSG00000198898,-0.78084127255781,blue,9.20093400972194,-0.548660459622957,7.93408373044788,34.4042944673617,7.45848489067315e-09,5.54369719750844e-08,ENSG00000198898,0,black,7.25620049936353,3,3,3,3,3,3,4,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
CASP4,-0.561421982869056,6.98323853866317,8.94781604533023,0.0029609983002776,0.00877425127542094,ENSG00000196954,-0.0647133704883598,blue,2.05678993250616,-0.443940280945525,6.98974385736501,7.19817884032676,0.00750216065027779,0.0176480680903688,ENSG00000196954,0,black,1.7533028292911,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CAT,-0.541650787835259,7.13104245713644,13.338540725861,0.000296848881690234,0.00117671210971478,ENSG00000121691,0.09778625571108,blue,2.92932977713585,-1.07127507478489,7.42112448486867,65.6900437986701,3.04828313825557e-15,4.56098742970312e-14,ENSG00000121691,0,black,13.3409411246935,3,3,3,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
CAV1,-1.83265494414727,7.31207891818052,52.685099274375,2.26114295674133e-12,3.65653723234204e-11,ENSG00000105974,-0.91055657830579,blue,10.436930000055,-0.483710085631562,6.89768763621387,5.37025236828132,0.0208239597337437,0.0431242625147657,ENSG00000105974,0,black,1.36527831889853,3,3,3,3,3,3,4,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
CAV2,-1.70577805564231,7.91938935158208,112.467014590921,3.64729323056119e-23,1.47915881486529e-21,ENSG00000105971,-0.91055657830579,blue,20.8299851940107,-1.55070610439778,7.97680934641248,110.179576155028,9.47594130357643e-24,2.6337373829213e-22,ENSG00000105971,0,black,21.5794275318929,3,3,3,3,3,3,4,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
CBLL1,-0.556440111278321,6.6236219177526,9.95613544939759,0.0017322102931557,0.00553535516946536,ENSG00000105879,-0.98914951036969,blue,2.25685450790355,-0.314377624766449,6.61392052996696,4.12976757611329,0.0425820794875199,0.0796416870023516,ENSG00000105879,-1,black,1.09885954914623,3,3,3,3,3,3,3,NA,3,3,3,unkn,TRUE,0,0
CCDC107,1.97879701104473,7.5302303656114,189.479298021364,3.36279172091802e-35,2.99404421496907e-33,ENSG00000159884,-0.64834147549594,blue,32.5237417904408,1.53949670136369,7.44275683125546,160.545729476474,1.02292954619408e-32,4.48914344387181e-31,ENSG00000159884,0,black,30.3478365171453,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
CCDC25,1.21169000771506,7.16618585919034,90.4360892523343,2.32792879902595e-19,7.300460112249e-18,ENSG00000147419,-0.00791860731371008,blue,17.1366497675626,1.00518609293528,7.13178314450714,81.2468426395417,2.7518634717738e-18,5.38168267870135e-17,ENSG00000147419,0,black,16.2690819132151,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CCDC34,0.920866505843341,7.22412557300192,30.9830483142138,4.95588720561589e-08,4.37224399711853e-07,ENSG00000109881,-0.17050647234569,blue,6.35929560984097,0.935641521437734,7.14753108355955,41.599057092687,2.33312524237022e-10,2.13994247230197e-09,ENSG00000109881,0,black,8.66959790155624,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CCDC6,0.662708141365128,6.68759735244467,16.1796190119366,6.96472483913541e-05,0.000320741727728554,ENSG00000108091,-0.0497198968145001,blue,3.49384453572675,0.369221524149324,6.72516835361993,6.62578897999771,0.0102938096423684,0.0232377115529912,ENSG00000108091,0,black,1.63380664344367,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
CCDC71L,-0.836651354921218,7.45132737563695,15.6816075421952,8.96402619316708e-05,0.000403123980574852,ENSG00000253276,-1.07799021105483,blue,3.39456136626878,-0.722984642364078,7.48281801850867,14.2831648719759,0.000173225748940992,0.000606661602731283,ENSG00000253276,-1,blue,3.21705349186927,3,3,3,3,3,3,3,NA,3,3,3,unkn,TRUE,0,0
CCDC88B,0.647863888072199,6.53891585410821,13.7766528912199,0.000335024292673952,0.00131131792372533,ENSG00000168071,-0.07344663680691,blue,2.88229200260384,0.628611215900865,6.5295820254144,17.7878000897992,6.99168850635774e-05,0.000265496210619789,ENSG00000168071,0,black,3.5759416731462,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CD151,-0.530609508425421,7.81816866303058,20.1592366527943,9.48856360361955e-06,5.37662133676935e-05,ENSG00000177697,-0.43044097614101,blue,4.26949054881996,-0.920057669506499,8.11645344148679,73.2791087997799,9.7487639949205e-17,1.67132081049366e-15,ENSG00000177697,0,black,14.7769401791584,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
CD59,-0.620005996056583,9.4028101918068,27.6339505599477,2.46264158725387e-07,1.91907663328657e-06,ENSG00000085063,-0.0413511238195001,blue,5.71690768250842,-1.0821915446877,9.84492264339821,88.2126636146726,1.26341870113693e-19,2.73949794960471e-18,ENSG00000085063,0,black,17.5623290202797,3,3,3,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
CD82,-0.520224385333953,8.12329299730586,14.975438161908,0.000128365848490238,0.000553631326506337,ENSG00000085117,-0.0206056018774201,blue,3.25677934386936,-0.991664260108071,8.49620669172893,78.8578759012309,7.98036402446986e-18,1.50919379035954e-16,ENSG00000085117,0,black,15.82125499039,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CDC26,0.849244667825817,6.93872449443719,32.9409580983453,1.95756388507981e-08,1.83797452773675e-07,ENSG00000176386,-0.0197337830808402,blue,6.73566051174209,0.517957238287675,6.97839036692911,15.901784569788,7.50829241872217e-05,0.000283983744595958,ENSG00000176386,0,black,3.54670651852452,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CDC37L1,0.680252819090119,6.58791681512095,16.5462993755637,0.000184332887274115,0.000770557228723849,ENSG00000106993,-0.03532687316698,blue,3.11319510101305,0.569759528468134,6.5946903282217,13.891774674564,0.000212258486490974,0.000725078151990769,ENSG00000106993,0,black,3.13961518080953,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
CDK5,-0.925040059557218,6.86947414066494,31.8775458538343,3.23963877764748e-08,2.94533356474852e-07,ENSG00000164885,-1.03399875034593,blue,6.5308655133977,-0.0642493880509264,6.70359032787862,0.184921579538303,0.667334235069645,0.749086966596351,ENSG00000164885,0,black,0.125467759175855,1,1,1,1,1,1,2,1,2,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
CDKN2A,0.584917472302806,8.19725115388615,25.8775841973355,5.75277589939176e-07,4.22779906230442e-06,ENSG00000147889,-0.0105080745345101,blue,5.37388566190533,0.335473084194769,8.25216058092758,13.8497863932877,0.000216942234030417,0.000739700435140142,ENSG00000147889,0,black,3.13094412581762,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
CEBPD,-1.10895056347292,9.35863862307158,34.9327796054274,7.65503506156487e-09,7.69077841593793e-08,ENSG00000221869,0.0559457037056199,blue,7.11402970120799,0.0834203158572327,8.64443145571209,0.218241336341739,0.640555498897178,0.726945686202044,ENSG00000221869,1,black,0.138498036271523,2,2,2,2,1,2,2,2,2,2,2,cis,FALSE,Away from UnRx cis,darkred
CEP164,1.48031728947438,6.55302824741547,70.2075392501911,1.07493824947133e-15,2.56199128627845e-14,ENSG00000110274,-0.0576493558164901,blue,13.5914223516903,1.05435925730315,6.55277832826292,54.1552683448836,6.23638072875054e-13,7.62667787254666e-12,ENSG00000110274,-1,blue,11.1176645964892,1,1,1,1,2,1,1,1,1,1,1,cis,TRUE,Towards UnRx cis,deepskyblue4
CHCHD1,0.999105990490545,6.90633083859483,45.9124582079843,4.78575291435323e-11,6.5495480697138e-10,ENSG00000172586,0.047646667754033,blue,9.18378866605415,1.21978974221049,6.80747063796367,87.107106592018,2.05549672118464e-19,4.39464240715746e-18,ENSG00000172586,0,black,17.3570764577726,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
CHMP7,-0.561356645512581,6.64532839622674,9.65715347000502,0.00202951033717773,0.00633383846566428,ENSG00000147457,-0.05963985882642,blue,2.19833301680326,-0.371211579299734,6.64597565550684,5.26744866043262,0.022077520139309,0.0453922920237038,ENSG00000147457,0,black,1.34301788757847,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CLDN23,0.627288433341626,6.8036566865175,9.82776872164553,0.0018540052073696,0.00584843990113089,ENSG00000253958,0.0293059276222001,blue,2.23295996856583,-0.659096313665613,7.14094161162394,16.7122951861764,4.95222136446091e-05,0.000193366429777929,ENSG00000253958,0,black,3.71361892129586,2,2,2,2,2,2,2,2,2,2,2,trans,FALSE,Away from UnRx trans,coral2
CLDN4,-1.55730579561781,10.1887885478994,112.551623764801,3.52943049026262e-23,1.43889308303023e-21,ENSG00000189143,0.0519597400895999,blue,20.8419714751218,-1.26795668670455,10.1102768414216,102.268170554815,2.79342236841739e-22,7.23764688223851e-21,ENSG00000189143,0,black,20.1404026095169,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CLNS1A,-0.557288635074011,7.10100362801936,14.884617954688,0.000134447543695239,0.000577056999797621,ENSG00000074201,0.0815677201871099,blue,3.23878128654108,-0.524812441591595,7.14194192594815,15.5471493016645,9.01237515660698e-05,0.000336470382938775,ENSG00000074201,0,black,3.4730531575688,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CLU,0.830258459787118,7.05825918814457,12.2401855722655,0.000523698728440448,0.00194840074471648,ENSG00000120885,-0.1083197713912,blue,2.71032171310448,0.370929668460412,7.14462987736907,3.14122602304439,0.0768518253139026,0.131312396009522,ENSG00000120885,0,black,0.881694274181499,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CNIH2,-0.893223592470745,6.55239457501563,19.2286732778911,1.50704760077277e-05,8.17133938498818e-05,ENSG00000174871,-0.04394722462203,blue,4.08770675132144,-0.837315575722442,6.58220431848637,20.583218721266,6.91857507863829e-06,3.17444575394049e-05,ENSG00000174871,0,black,4.49833208990499,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
COX8A,2.24870540079347,8.16779594927181,458.247687971936,4.60516628008341e-67,2.97263483379384e-64,ENSG00000176340,-0.02658521321889,blue,63.5268584373839,2.46690740805507,7.83353781673732,731.101480558861,2.15706004886649e-105,9.89227738410172e-103,ENSG00000176340,0,black,102.004703714319,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CPA4,-0.660873607887877,7.35719562894765,9.00283802605591,0.00287520628687679,0.00854290291451768,ENSG00000128510,-0.8617831026748,blue,2.06839452913146,0.0191698575500248,7.1535932965221,0.0121811403134085,0.91215485925297,0.947128642795211,ENSG00000128510,0,black,0.0235910293792402,3,3,3,3,3,3,4,3,3,3,3,trans,FALSE,Away from UnRx trans,coral2
CPNE3,0.909936349917929,7.38009986731219,49.3879511621115,9.92272451867314e-12,1.45847104595146e-10,ENSG00000085719,1.01428475176927,blue,9.83610218821405,0.707838728311054,7.37061197042358,41.3543079923112,2.6226446010033e-10,2.38876825028821e-09,ENSG00000085719,1,blue,8.62182598189646,2,2,2,2,1,2,1,2,2,2,2,cis,TRUE,Towards UnRx cis,deepskyblue4
CPQ,0.747692743766662,6.54177223351301,16.0026291549126,0.000326272366100134,0.00128224543267967,ENSG00000104324,0.9618162991657,blue,2.89202883920356,0.634046231759489,6.54499921855769,15.6747472515926,0.000298617313740581,0.000986641931422411,ENSG00000104324,1,blue,3.00584043134459,2,2,2,2,3,2,3,3,2,2,3,trans,TRUE,Towards UnRx trans,deepskyblue
CPT1A,1.17922453168716,6.48253648821911,44.764300345529,1.0383238618563e-08,1.02066708552524e-07,ENSG00000110090,-0.01936195028247,blue,6.9911158901328,0.751970154400571,6.50476367018741,24.1201325105339,5.08881569335533e-06,2.40590812059047e-05,ENSG00000110090,0,black,4.61872096198473,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CSKMT,-0.702597905172011,6.56867330279689,12.4497531431471,0.000469775132908979,0.00177091205853127,ENSG00000214756,0.0663215363687599,blue,2.75180300484204,0.565587601669569,6.4263830789147,16.1783272995617,0.00238344303138758,0.00640519762200027,ENSG00000214756,0,black,2.19346746625962,2,2,2,2,2,2,2,2,2,2,2,trans,FALSE,Away from UnRx trans,coral2
CSTF3,0.848041845660622,7.25088844639441,33.4720684270022,1.52311104618855e-08,1.45654545231808e-07,ENSG00000176102,0.23955066568331,blue,6.83667595842187,1.11765213241406,7.10561483125053,73.6919011398129,8.09426253827599e-17,1.39276079405526e-15,ENSG00000176102,0,black,14.8561234670236,3,3,3,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
CTSC,-0.754189705842126,7.77448384459253,17.8315276492479,3.03017883176803e-05,0.000152810971555177,ENSG00000109861,-0.02741765004088,blue,3.81584546307177,-1.18229330281381,8.12440246689522,49.4089963797118,5.7559022487913e-12,6.33011216138056e-11,ENSG00000109861,0,black,10.1985885947793,2,2,2,2,2,NA,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
CUL1,-0.750619407018954,6.94873072531253,22.2199403223764,3.42933519461e-06,2.12509043339593e-05,ENSG00000055130,-1.03949441054797,blue,4.67262258378348,-0.0331105111270207,6.7925630375584,0.053013013291475,0.817980689362723,0.870973715274801,ENSG00000055130,0,black,0.0599949511730019,1,1,1,1,1,1,2,1,2,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
CYP7B1,-1.39123308890996,6.5396212071731,51.2821812920144,2.85355638976742e-11,4.00428402085841e-10,ENSG00000172817,-0.61008518905756,blue,9.39747512591876,-0.812060072809026,6.50080841342837,22.3938379981825,2.63184277140653e-05,0.000108784415950161,ENSG00000172817,1,blue,3.96343331559015,2,2,2,2,1,2,2,2,2,2,2,cis,TRUE,Towards UnRx cis,deepskyblue4
DCAF10,0.534653507420125,6.62680852775136,9.65305076778354,0.00203393299252204,0.00634508455903172,ENSG00000122741,-0.0297917963555401,blue,2.1975625858189,0.355881277880345,6.64686643488885,5.90378289698109,0.0154053761230192,0.0331452286653371,ENSG00000122741,0,black,1.4795789804856,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
DDIT4,-1.74343088073617,8.76117290073915,67.3117719823985,3.71974689756642e-15,8.04836856663393e-14,ENSG00000168209,0.00956836462006105,blue,13.0942921437705,-0.693252087075704,8.19130490457599,14.6359477620296,0.000144286115880159,0.000514538201731268,ENSG00000168209,0,black,3.28858237564366,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
DDX58,1.1609707003363,6.52768475956013,33.9106969683118,3.54574345433857e-08,3.20108727241335e-07,ENSG00000107201,-0.06906100347265,blue,6.49470248536512,0.477916908135089,6.58679317680041,7.01647356165602,0.00829232253512595,0.0192696180116988,ENSG00000107201,0,black,1.71512689442891,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
DENND3,0.859681539521608,6.55459478880479,18.5821790653079,2.08081992688182e-05,0.00010897925053162,ENSG00000105339,-0.0656839953921899,blue,3.96265618313682,1.01456181898438,6.52135282144725,42.700817854478,1.37902653850828e-10,1.30665613752045e-09,ENSG00000105339,0,black,8.88383868726695,3,3,NA,3,2,3,2,2,3,3,2,trans,TRUE,Towards UnRx trans,deepskyblue
DHCR7,-0.589034702793911,7.88380850168601,20.0597538064735,9.96872925899103e-06,5.63222296427021e-05,ENSG00000172893,0.02702005646919,blue,4.24932016099742,-0.920449179248702,8.15813596981458,57.8682327834766,1.11128700026769e-13,1.45195503795658e-12,ENSG00000172893,0,black,11.838046832031,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
DLD,-0.644033694431063,7.35072208159135,22.7812249552561,2.60311506943628e-06,1.65683889300357e-05,ENSG00000091140,-0.12479350033838,blue,4.78071971926997,-0.902217800735331,7.54009078836901,59.4390306291969,5.37571609782061e-14,7.33721250732301e-13,ENSG00000091140,0,black,12.1344689022935,3,3,3,3,3,3,3,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
DMAC1,1.92390565614323,6.92871741065432,190.287850195006,2.5669170150719e-35,2.3120161859008e-33,ENSG00000137038,-0.10212481674816,blue,32.6360091298437,1.85702301801401,6.82450165431997,247.699586038187,7.27319035979543e-47,5.21169546719091e-45,ENSG00000137038,0,black,44.2830209691649,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
DNAJA1,-0.618727194768684,8.404246736716,30.1383383106497,7.41275490875686e-08,6.39412021416822e-07,ENSG00000086061,-0.11630287268158,blue,6.19421920293153,-0.366923558436556,8.31802616770296,12.0088352346282,0.000567904651920548,0.00176570219234416,ENSG00000086061,0,black,2.75308254375283,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
DNAJB6,-1.74550761740052,8.53731028274751,201.54012043673,6.23113477709174e-37,6.26835973809774e-35,ENSG00000105993,-0.96901016242521,blue,34.2028460875405,-0.444288413760701,7.85353737145489,17.584159957497,3.17033094221781e-05,0.000128721891996555,ENSG00000105993,0,black,3.89034758545949,1,1,1,1,1,1,2,1,2,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
DNAJB9,-0.559848269950248,7.65869908526538,15.2424622674875,0.000112048408697855,0.000489800775267262,ENSG00000128590,-0.97361372186929,blue,3.30998053180006,-0.570631782579131,7.73228114805872,16.4737616607468,5.59657986389159e-05,0.000216956172914682,ENSG00000128590,0,black,3.66362798865694,3,3,3,3,3,3,4,3,3,3,3,trans,TRUE,Towards UnRx trans,deepskyblue
DPF2,1.26934293319593,6.72351021024563,54.0653454966259,1.22214841931358e-12,2.0535274741872e-11,ENSG00000133884,-0.49816451799957,blue,10.6874994823365,1.17139446603293,6.68227210453085,68.6645990912824,7.86558215212889e-16,1.23957249998842e-14,ENSG00000133884,0,black,13.9067280671825,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
DPM2,-0.569977915827476,7.31500700129895,13.8827260604742,0.000224425467977953,0.000916394135454519,ENSG00000136908,0.03316983149242,blue,3.03791769877977,-0.465558140902606,7.3185525152214,14.0430815096168,0.0001962118295063,0.000677580911231846,ENSG00000136908,0,black,3.1690388374227,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
DPP7,-0.702008745469486,7.73028532841372,32.284375054647,2.67120790592936e-08,2.46617120850165e-07,ENSG00000176978,0.0254454348553299,blue,6.60797677675631,-1.02780726708586,8.00034776295993,88.0350308276175,1.36610300640558e-19,2.94129032271173e-18,ENSG00000176978,0,black,17.531462105949,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
DPYSL2,0.922268847194817,7.29724161268791,34.0954887383626,1.13512203560393e-08,1.10599437582239e-07,ENSG00000092964,0.0685648097039699,blue,6.95624708149019,1.27645321609254,7.11160180112958,89.3854594558225,7.54621933404764e-20,1.68814448126549e-18,ENSG00000092964,0,black,17.7725903866611,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
DSCC1,-0.695621850703626,6.59308510176117,13.6824056258669,0.000248732911589915,0.00100610189721957,ENSG00000136982,0.10214081577344,blue,2.99735803204437,-0.433320523093479,6.58746788571093,6.9592933578357,0.00855825485356746,0.019802299070868,ENSG00000136982,0,black,1.70328438469669,4,4,NA,4,3,4,3,3,4,4,3,trans,TRUE,Towards UnRx trans,deepskyblue
DUSP8,-0.718143941279042,6.5882784537065,15.9029760938816,8.01212842871091e-05,0.000364213302868514,ENSG00000184545,-0.27853152613471,blue,3.43864419567213,-0.788717086622579,6.65453803961124,20.3512617317444,7.77823425152337e-06,3.53352969564004e-05,ENSG00000184545,0,black,4.45179125454074,1,1,1,1,1,1,1,1,1,1,1,trans,TRUE,Towards UnRx trans,deepskyblue
EDF1,0.662386711509267,8.47911789690039,50.1456143550818,7.0555082119731e-12,1.06120323514454e-10,ENSG00000107223,-0.0686393033908201,blue,9.97420143471376,0.657729589880071,8.39664103877288,67.475797118345,1.35050652428137e-15,2.09591300181196e-14,ENSG00000107223,0,black,13.6786267482232,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
EEF1D,-0.767308516476481,8.96272102896563,75.7962231073242,1.00348910223503e-16,2.58240085910715e-15,ENSG00000104529,-0.11819737775715,blue,14.5879763424779,-0.558016304515122,8.90827226435436,58.0287585134128,1.03170181864241e-13,1.3556975760155e-12,ENSG00000104529,0,black,11.8678371804661,3,3,NA,3,2,3,2,2,3,3,2,trans,TRUE,Towards UnRx trans,deepskyblue
EFR3A,0.506096650327106,6.7036136265611,8.7030194703589,0.00337554507394221,0.00981275153930415,ENSG00000132294,-0.10260374535863,blue,2.00820919743328,0.133477996464064,6.76906258293014,0.776257922798622,0.37864641968824,0.48336046783306,ENSG00000132294,0,black,0.315728871727328,3,3,NA,3,2,3,2,2,3,3,2,trans,TRUE,Towards UnRx trans,deepskyblue
EHD1,-0.868709032820509,7.02032121506841,25.0598486706416,8.5557293706998e-07,6.06337417250143e-06,ENSG00000110047,-0.0110115624247902,blue,5.21728563050517,-0.39384636823475,6.92383221455427,6.32233169434669,0.0121872877184859,0.0268254866700151,ENSG00000110047,0,black,1.57145239028709,2,2,2,2,2,2,2,2,2,2,2,trans,TRUE,Towards UnRx trans,deepskyblue
